Type,ID,k,K,delta,b,I0,r,PS,P0,maxViral,TimeMax,cumViral
Needle SAT3 Hapto,SAT3,0.1801445,6.787958,2.631726,0.520526,2.256045,4.508963,0.01323268,0.01336014,6.708823,2.6625,18.47218
Needle SAT3 Hapto,SAT3,0.1869642,7.378204,2.560413,0.540506,2.297438,3.744725,0.01407091,0.01334248,7.223877,2.94,18.0794
Needle SAT3 Hapto,SAT3,0.1581149,6.57827,2.629119,0.5295971,2.469655,4.364907,0.01178738,0.01309708,6.46613,2.725,17.89878
Needle SAT3 Hapto,SAT3,0.1575463,7.868873,2.914991,0.4794509,2.441852,4.550969,0.01414443,0.0140371,7.713683,2.6225,19.82364
Needle SAT3 Hapto,SAT3,0.1928868,7.168102,2.797665,0.5347137,2.324091,4.131292,0.0150046,0.01364055,7.052871,2.755,18.20568
Needle SAT3 Hapto,SAT3,0.1587272,7.465731,2.801908,0.464649,2.560361,4.623954,0.01431534,0.01429581,7.322333,2.59,20.16931
Needle SAT3 Hapto,SAT3,0.1302903,7.489717,2.802704,0.5121158,2.912437,4.216501,0.01231981,0.01243797,7.344705,2.78,18.53131
Needle SAT3 Hapto,SAT3,0.1725418,6.933154,2.898407,0.506057,2.335414,4.824028,0.01341913,0.01360891,6.861541,2.505,18.72363
Needle SAT3 Hapto,SAT3,0.2016645,6.526395,2.82922,0.5365559,1.98479,4.314049,0.01211746,0.01254729,6.444206,2.75,17.81456
Needle SAT3 Hapto,SAT3,0.1532231,7.138323,2.817422,0.5066003,2.580728,4.104952,0.01348202,0.01359979,7.030947,2.7675,18.50343
Needle SAT3 Hapto,SAT3,0.1878022,6.27395,2.922008,0.5432625,2.213529,4.532351,0.01372707,0.01318492,6.200199,2.645,18.05857
Needle SAT3 Hapto,SAT3,0.1596044,7.688874,2.887245,0.480726,2.578828,4.34555,0.01387672,0.01370034,7.553334,2.7075,19.52877
Needle SAT3 Hapto,SAT3,0.1391446,6.549162,2.768829,0.4675433,2.71447,5.028448,0.01264544,0.01405049,6.5087,2.4775,20.31801
Needle SAT3 Hapto,SAT3,0.1427256,7.098182,2.868521,0.4662127,2.555036,4.393841,0.01248416,0.01319407,7.016597,2.715,20.26379
Needle SAT3 Hapto,SAT3,0.18091,7.144007,2.833863,0.544783,2.323682,4.05687,0.01419008,0.01418332,6.987215,2.77,17.54574
Needle SAT3 Hapto,SAT3,0.1432819,6.844177,2.721042,0.5450737,2.524011,4.332911,0.01213967,0.0129001,6.721725,2.7275,18.04358
Needle SAT3 Hapto,SAT3,0.1777903,6.822811,2.960652,0.576922,2.350739,4.000882,0.01228461,0.01220539,6.690563,2.805,16.75258
Needle SAT3 Hapto,SAT3,0.1601704,6.48015,2.729451,0.5587076,2.383638,3.931502,0.0124391,0.01236504,6.360115,2.915,16.99036
Needle SAT3 Hapto,SAT3,0.1535715,7.222463,2.869534,0.5411152,2.489542,4.059956,0.01459325,0.0132666,7.072422,2.7775,17.42529
Needle SAT3 Hapto,SAT3,0.1467763,7.194138,2.720625,0.483533,2.66261,4.643927,0.01277811,0.01272163,7.074814,2.6125,19.61934
Needle SAT3 Hapto,SAT3,0.1705478,7.285075,2.737191,0.5323932,2.322497,4.156162,0.01255907,0.01251744,7.15666,2.775,18.1505
Needle SAT3 Hapto,SAT3,0.178159,6.418469,2.764966,0.5402165,2.35794,4.227799,0.0140951,0.01496173,6.345432,2.695,17.51906
Needle SAT3 Hapto,SAT3,0.1593885,6.987645,2.79159,0.4584096,2.51791,4.725066,0.01308105,0.01384318,6.922319,2.62,20.54266
Needle SAT3 Hapto,SAT3,0.1755153,6.804389,2.66077,0.5339496,2.472383,3.926641,0.01293096,0.01286784,6.693294,2.8675,17.81143
Needle SAT3 Hapto,SAT3,0.1850629,6.999127,2.817212,0.5277545,2.389001,4.251656,0.01191722,0.01209413,6.862219,2.78,17.87895
Needle SAT3 Hapto,SAT3,0.1844135,6.701003,2.681921,0.523599,2.272207,4.087021,0.01428027,0.0139801,6.623205,2.8375,18.77493
Needle SAT3 Hapto,SAT3,0.1794326,8.932202,2.6419,0.4699012,2.434829,3.534374,0.01241814,0.01250818,8.665048,3.0825,20.22714
Needle SAT3 Hapto,SAT3,0.1668072,7.517918,2.747072,0.4812014,2.578275,4.429569,0.01460083,0.01439912,7.40731,2.6675,19.65812
Needle SAT3 Hapto,SAT3,0.1702253,6.680336,2.593113,0.5452572,2.450957,3.796891,0.01132528,0.01206024,6.549262,2.9525,17.36381
Needle SAT3 Hapto,SAT3,0.1588359,5.812488,2.717669,0.606228,2.440606,3.886047,0.01117744,0.01185805,5.708108,2.9025,15.45024
Needle SAT3 Hapto,SAT3,0.1778606,8.061447,2.864298,0.5444622,2.507337,3.815412,0.01322507,0.01202279,7.818874,2.885,17.92222
Needle SAT3 Hapto,SAT3,0.1703605,7.740371,2.798064,0.54587,2.416625,4.014716,0.01254661,0.01239617,7.475868,2.88,17.88786
Needle SAT3 Hapto,SAT3,0.1929427,6.191118,2.853137,0.5550198,2.16729,4.457685,0.01121682,0.0118046,6.117881,2.6925,17.14134
Needle SAT3 Hapto,SAT3,0.1847132,8.405575,2.840417,0.5100132,2.435979,3.499967,0.01249746,0.01225719,8.149539,3.065,18.65036
Needle SAT3 Hapto,SAT3,0.2287441,6.633458,2.748681,0.6074462,2.02539,3.954155,0.01381907,0.01326399,6.523395,2.8225,16.54798
Needle SAT3 Hapto,SAT3,0.1667382,7.898319,2.730308,0.5083367,2.427591,3.679245,0.01291252,0.0137045,7.712812,2.9575,18.75995
Needle SAT3 Hapto,SAT3,0.1380391,8.364347,2.824223,0.500984,2.708186,3.81964,0.01411181,0.01380162,8.1502,2.88,19.14265
Needle SAT3 Hapto,SAT3,0.1572119,8.077784,2.835544,0.5001091,2.513432,3.893882,0.01235819,0.0118061,7.847971,2.91,19.02713
Needle SAT3 Hapto,SAT3,0.1446769,7.152429,2.787023,0.5607093,2.765222,3.592475,0.01294072,0.01234972,6.960739,2.98,16.53499
Needle SAT3 Hapto,SAT3,0.1684933,6.265056,2.734293,0.5256378,2.416613,4.43933,0.01249155,0.01320795,6.189004,2.6825,17.92415
Needle SAT3 Hapto,SAT3,0.1531071,7.99538,2.734533,0.4542997,2.684911,4.103806,0.01411289,0.0144092,7.851029,2.81,20.79728
Needle SAT3 Hapto,SAT3,0.1757711,7.932848,2.696044,0.5126915,2.375126,3.904871,0.01434546,0.01304132,7.735241,2.87,18.97798
Needle SAT3 Hapto,SAT3,0.14736,6.96766,2.710258,0.5043493,2.583135,4.23672,0.01309702,0.01291726,6.841143,2.8125,18.81828
Needle SAT3 Hapto,SAT3,0.1423991,6.394949,2.957033,0.490844,2.579355,4.968223,0.01311235,0.01391548,6.347383,2.475,19.14156
Needle SAT3 Hapto,SAT3,0.1632178,7.214154,2.861584,0.5402655,2.572271,4.102772,0.01358706,0.01310624,7.094933,2.7375,17.73283
Needle SAT3 Hapto,SAT3,0.20142,7.803739,2.830634,0.5112089,2.310213,3.875801,0.0147855,0.01344136,7.651295,2.84,18.42625
Needle SAT3 Hapto,SAT3,0.1517579,8.426719,2.856568,0.489682,2.719591,3.855617,0.01282244,0.0129334,8.189532,2.8925,19.11229
Needle SAT3 Hapto,SAT3,0.1681904,7.672362,2.726206,0.5151477,2.380869,4.056113,0.012118,0.01202188,7.509328,2.825,18.52466
Needle SAT3 Hapto,SAT3,0.1743629,7.231447,2.849816,0.5112588,2.468337,4.236414,0.01374248,0.01457256,7.133417,2.705,19.07766
Needle SAT3 Hapto,SAT3,0.1650069,7.313708,2.883452,0.5127084,2.400427,4.297274,0.01353125,0.01417635,7.171809,2.695,18.97141
Needle SAT3 Hapto,SAT3,0.1693336,7.807737,2.869486,0.4810048,2.513303,4.451948,0.01553139,0.01518797,7.68076,2.6375,19.81912
Needle SAT3 Hapto,SAT3,0.1701965,8.05326,2.767868,0.4917406,2.570264,3.840047,0.0160726,0.01461145,7.874192,2.865,19.16848
Needle SAT3 Hapto,SAT3,0.1573444,7.025578,2.588566,0.5421236,2.677406,3.903588,0.013784,0.01314891,6.898354,2.8325,17.33235
Needle SAT3 Hapto,SAT3,0.1860042,7.70772,2.673249,0.5408267,2.327194,3.817856,0.01461279,0.01371797,7.538627,2.9075,18.5386
Needle SAT3 Hapto,SAT3,0.1647069,7.454929,2.849165,0.4772978,2.46787,4.263288,0.01331304,0.01315935,7.321933,2.7575,19.60645
Needle SAT3 Hapto,SAT3,0.1369822,7.64453,2.77939,0.5065158,2.743044,3.935611,0.01416512,0.01287739,7.475465,2.85,18.40376
Needle SAT3 Hapto,SAT3,0.144211,7.269273,2.790805,0.4676073,2.657189,4.427005,0.01358384,0.01433527,7.190659,2.6525,20.00893
Needle SAT3 Hapto,SAT3,0.1617684,8.633043,2.784112,0.4466926,2.431906,3.9323,0.01454747,0.01470399,8.47551,2.8525,21.20606
Needle SAT3 Hapto,SAT3,0.1460449,5.833475,2.632357,0.5933696,2.738273,4.021737,0.0115677,0.01143812,5.75224,2.8225,15.60671
Needle SAT3 Hapto,SAT3,0.1548299,8.382988,2.811166,0.4827369,2.73522,3.73629,0.01460475,0.01376717,8.178714,2.9225,19.45533
Needle SAT3 Hapto,SAT3,0.1923126,8.365056,2.872286,0.5022551,2.334011,3.733064,0.01547184,0.01406531,8.166849,2.9225,19.29728
Needle SAT3 Hapto,SAT3,0.1581418,7.560311,2.76876,0.4890793,2.436946,4.559996,0.01315516,0.01358405,7.425287,2.6325,19.43831
Needle SAT3 Hapto,SAT3,0.173513,6.789413,2.89088,0.4751901,2.417619,4.97269,0.01296086,0.01383252,6.715173,2.5125,20.12151
Needle SAT3 Hapto,SAT3,0.1921741,6.927051,2.782493,0.5363661,2.342652,4.466692,0.01330151,0.01281099,6.822959,2.6725,18.32514
Needle SAT3 Hapto,SAT3,0.1691467,7.41276,2.617862,0.4713239,2.32179,4.678691,0.01450002,0.01435822,7.305737,2.595,20.27454
Needle SAT3 Hapto,SAT3,0.1787654,7.071383,2.627365,0.5303358,2.425486,3.892751,0.0124731,0.01260709,6.949716,2.9275,18.15871
Needle SAT3 Hapto,SAT3,0.1352644,8.33441,2.736652,0.4964732,2.764165,3.594358,0.01304034,0.01226283,8.095415,3.04,18.95463
Needle SAT3 Hapto,SAT3,0.1674488,7.117299,2.935235,0.5395667,2.461246,3.816214,0.01222997,0.01235225,6.968833,2.91,17.3697
Needle SAT3 Hapto,SAT3,0.1523099,7.525651,2.843125,0.4703545,2.650932,4.317875,0.01407367,0.01418621,7.424493,2.6975,20.00842
Needle SAT3 Hapto,SAT3,0.1490023,7.087127,2.729829,0.4973983,2.505617,4.064619,0.01173904,0.01304338,6.958173,2.8475,18.8787
Needle SAT3 Hapto,SAT3,0.1451849,6.911422,2.647403,0.5062013,2.708347,3.947223,0.01288414,0.01293442,6.796873,2.86,18.35002
Needle SAT3 Hapto,SAT3,0.1854524,7.60151,2.966113,0.4899529,2.34176,4.449224,0.01213954,0.0129787,7.458681,2.675,19.57826
Needle SAT3 Hapto,SAT3,0.16516,7.636377,2.801113,0.5193271,2.61476,3.947184,0.01236241,0.01256589,7.436094,2.8575,18.12383
Needle SAT3 Hapto,SAT3,0.1893219,7.777761,2.809954,0.4863329,2.357354,4.324727,0.0158502,0.01495592,7.636128,2.685,19.57778
Needle SAT3 Hapto,SAT3,0.1439144,6.16365,2.699509,0.5239506,2.545709,4.9093,0.01552219,0.01470812,6.118231,2.46,18.01438
Needle SAT3 Hapto,SAT3,0.1605805,6.838161,2.852864,0.5008474,2.288979,4.329511,0.01287924,0.01310562,6.751447,2.725,19.07169
Needle SAT3 Hapto,SAT3,0.1518639,7.753365,2.729241,0.5117744,2.754874,4.012474,0.0149817,0.01361972,7.597855,2.7825,18.67973
Needle SAT3 Hapto,SAT3,0.1672971,7.017827,2.796533,0.5213323,2.33886,4.171648,0.01224767,0.01342763,6.916856,2.78,18.43754
Needle SAT3 Hapto,SAT3,0.1563126,6.383882,2.60715,0.5706954,2.593783,3.735133,0.01105718,0.01152906,6.256567,2.9775,16.48532
Needle SAT3 Hapto,SAT3,0.1391564,6.528562,2.766453,0.4884442,2.564727,4.710045,0.01275953,0.01356314,6.47,2.6,19.1329
Needle SAT3 Hapto,SAT3,0.1736408,7.776084,2.790294,0.4840225,2.39437,4.308143,0.01467836,0.01459299,7.647073,2.7075,19.68149
Needle SAT3 Hapto,SAT3,0.1927999,7.846315,2.832839,0.4845685,2.153457,4.327085,0.01437149,0.01372148,7.720893,2.705,20.17735
Needle SAT3 Hapto,SAT3,0.1481444,6.926815,2.901237,0.4939433,2.586254,4.763299,0.01524237,0.01472138,6.85414,2.5075,18.99791
Needle SAT3 Hapto,SAT3,0.1295887,7.171868,2.681827,0.4992877,2.815818,3.894516,0.0112191,0.01170958,7.028333,2.925,18.6746
Needle SAT3 Hapto,SAT3,0.1551952,7.592833,2.641634,0.504385,2.433313,3.979922,0.01481044,0.01418466,7.456599,2.8375,19.45736
Needle SAT3 Hapto,SAT3,0.1642815,7.865169,2.885721,0.5005502,2.380976,3.981178,0.01180211,0.01197891,7.663373,2.88,18.72074
Needle SAT3 Hapto,SAT3,0.1494337,6.092457,2.865408,0.5411489,2.522447,4.922443,0.01331466,0.01337561,6.045237,2.495,18.17162
Needle SAT3 Hapto,SAT3,0.1622492,7.106373,2.822152,0.4921413,2.377959,4.773967,0.01301484,0.01322758,6.996563,2.5875,19.39739
Needle SAT3 Hapto,SAT3,0.1625081,7.012459,2.847216,0.4999184,2.336964,4.495741,0.01292893,0.01294893,6.905046,2.6825,19.12229
Needle SAT3 Hapto,SAT3,0.1634885,7.034518,2.701654,0.495522,2.519207,4.402373,0.01402452,0.01331466,6.923384,2.7025,19.09368
Needle SAT3 Hapto,SAT3,0.1508851,6.982404,2.84528,0.4835992,2.575405,4.675855,0.01487895,0.01409977,6.892693,2.6075,19.69094
Needle SAT3 Hapto,SAT3,0.1524032,7.152943,2.82714,0.4791272,2.793894,4.486676,0.01466508,0.01474656,7.070219,2.6025,19.38244
Needle SAT3 Hapto,SAT3,0.1911495,7.685009,2.955032,0.4704578,2.17456,4.618031,0.0149562,0.01442878,7.596889,2.5875,20.33793
Needle SAT3 Hapto,SAT3,0.1609037,6.359383,2.851442,0.5320253,2.555237,4.817152,0.01245924,0.01264337,6.289889,2.53,17.78482
Needle SAT3 Hapto,SAT3,0.1735614,7.603926,2.722649,0.4823524,2.298086,4.334445,0.01363479,0.01294837,7.448864,2.7575,19.71941
Needle SAT3 Hapto,SAT3,0.1857776,8.006359,2.713999,0.4877855,2.345163,3.569402,0.01273847,0.01254752,7.81089,3.0725,19.49626
Needle SAT3 Hapto,SAT3,0.1652304,7.196316,2.853537,0.4673999,2.393169,5.091735,0.01533378,0.01525593,7.079653,2.43,20.22413
Needle SAT3 Hapto,SAT3,0.1579182,6.69705,2.929838,0.4749322,2.441876,5.060027,0.0135778,0.01424635,6.649381,2.4425,19.9035
Needle SAT3 Hapto,SAT3,0.1440183,6.916135,2.852313,0.5083684,2.749218,4.609739,0.01399353,0.01352033,6.808235,2.61,18.47797
Needle SAT3 Hapto,SAT3,0.1666935,7.994662,2.605713,0.5105926,2.508271,3.516505,0.01249075,0.01200761,7.760859,3.09,18.54463
Needle SAT3 Hapto,SAT3,0.1884662,7.279289,2.736434,0.512199,2.268645,4.370427,0.01433056,0.01354502,7.157261,2.6925,18.92929
Needle SAT3 Hapto,SAT3,0.1746712,7.41374,2.875125,0.4934853,2.319013,4.100171,0.01391412,0.01415816,7.28556,2.7925,19.18973
Needle SAT3 Hapto,SAT3,0.1475278,7.883118,2.678657,0.4988576,2.842759,3.742888,0.01260806,0.01243565,7.705824,2.945,18.84197
Needle SAT3 Hapto,SAT3,0.1374307,6.23189,2.890644,0.5633031,2.55627,4.409396,0.01209188,0.01221642,6.143964,2.7025,17.04241
Needle SAT3 Hapto,SAT3,0.1221864,6.586553,2.839859,0.544498,2.857026,4.492772,0.01286659,0.01258548,6.468428,2.6725,17.60698
Needle SAT3 Hapto,SAT3,0.187605,6.479281,2.811964,0.5186676,2.164729,4.726458,0.01344441,0.0135623,6.421831,2.57,19.02877
Needle SAT3 Hapto,SAT3,0.1735631,7.299675,2.726618,0.4849605,2.394603,4.142091,0.01457618,0.01373364,7.208064,2.78,19.58085
Needle SAT3 Hapto,SAT3,0.1453485,7.137553,2.686891,0.4866502,2.663386,4.416395,0.01362178,0.01366219,7.033957,2.675,19.16217
Needle SAT3 Hapto,SAT3,0.1930272,7.756667,2.726537,0.5056285,2.262498,3.981653,0.01758168,0.01598334,7.616063,2.795,19.13449
Needle SAT3 Hapto,SAT3,0.1809773,6.69168,2.641667,0.5433127,2.336292,4.282926,0.01311241,0.01328586,6.606039,2.7725,18.0249
Needle SAT3 Hapto,SAT3,0.1707544,6.49563,2.560308,0.537131,2.44696,4.263174,0.01107627,0.01117464,6.391721,2.82,17.80372
Needle SAT3 Hapto,SAT3,0.1496576,7.436556,2.922732,0.4707098,2.714501,4.76631,0.01161818,0.01224922,7.285584,2.6025,19.74717
Needle SAT3 Hapto,SAT3,0.1819113,7.684632,2.789803,0.5372007,2.440807,3.73268,0.01353829,0.01307475,7.500538,2.915,17.87469
Needle SAT3 Hapto,SAT3,0.1925611,6.867683,2.753505,0.613184,2.360797,3.82688,0.01245054,0.01158117,6.713742,2.8775,16.06585
Needle SAT3 Hapto,SAT3,0.1409395,5.905784,2.821915,0.5353259,2.590621,5.158985,0.01132966,0.01195737,5.851551,2.435,17.89499
Needle SAT3 Hapto,SAT3,0.1645821,6.23984,2.859159,0.5228859,2.325342,4.497795,0.01048854,0.01165394,6.160228,2.6825,17.9959
Needle SAT3 Hapto,SAT3,0.1453088,7.946721,2.888454,0.4732869,2.908521,4.104715,0.01465951,0.01412196,7.776772,2.775,19.80351
Needle SAT3 Hapto,SAT3,0.1516377,7.16639,2.905618,0.475317,2.523661,4.948118,0.01555436,0.01477562,7.063932,2.4675,20.11832
Needle SAT3 Hapto,SAT3,0.1826595,8.003896,2.901387,0.4805016,2.283647,4.009301,0.01321667,0.0135763,7.832901,2.855,19.77047
Needle SAT3 Hapto,SAT3,0.168842,7.586794,2.750406,0.534954,2.369884,3.647513,0.01261714,0.01220526,7.402865,2.995,17.69323
Needle SAT3 Hapto,SAT3,0.1660039,6.620721,2.869428,0.515433,2.507143,4.411337,0.01233099,0.01309362,6.528285,2.6825,18.0719
Needle SAT3 Hapto,SAT3,0.1438705,6.504716,2.78676,0.5217164,2.618387,4.620314,0.01177731,0.01245277,6.401284,2.6225,17.90632
Needle SAT3 Hapto,SAT3,0.2227706,6.646949,2.686529,0.541083,1.993124,4.386234,0.01247041,0.0133165,6.582197,2.7225,18.73092
Needle SAT3 Hapto,SAT3,0.1964277,6.648102,2.762633,0.5673345,2.200291,4.202882,0.01309446,0.01373387,6.557112,2.7075,17.24903
Needle SAT3 Hapto,SAT3,0.1599412,7.481092,2.584179,0.5218504,2.558069,3.680446,0.01309505,0.01218813,7.279551,3.035,18.12784
Needle SAT3 Hapto,SAT3,0.1589014,7.731519,2.902672,0.4513522,2.694556,4.525537,0.01326892,0.01390216,7.590868,2.64,20.53674
Needle SAT3 Hapto,SAT3,0.1637899,6.802627,2.775941,0.4738068,2.442701,4.917422,0.01262066,0.01329895,6.749092,2.575,20.33078
Needle SAT3 Hapto,SAT3,0.2001783,6.728915,2.882995,0.4970066,2.089179,4.622941,0.01299735,0.013741,6.658931,2.6225,19.34572
Needle SAT3 Hapto,SAT3,0.1686574,7.522378,2.649509,0.5161614,2.543603,4.084927,0.01496901,0.01410967,7.403253,2.765,18.94032
Needle SAT3 Hapto,SAT3,0.1719111,6.594205,2.850837,0.5170657,2.343395,4.531766,0.01193352,0.01325947,6.498571,2.66,18.25639
Needle SAT3 Hapto,SAT3,0.1472015,6.407466,2.843345,0.5226218,2.599243,4.812488,0.01273567,0.01280648,6.327718,2.5525,18.16691
Needle SAT3 Hapto,SAT3,0.1590806,6.749656,2.833752,0.570571,2.628187,3.986181,0.01183537,0.01215881,6.620409,2.8575,17.0026
Needle SAT3 Hapto,SAT3,0.1886495,8.365885,2.863594,0.4710889,2.38173,3.94504,0.01594306,0.01497471,8.215725,2.8325,20.34139
Needle SAT3 Hapto,SAT3,0.1515057,7.375919,2.811481,0.4368034,2.479026,5.013306,0.0131503,0.01461145,7.293721,2.52,21.82929
Needle SAT3 Hapto,SAT3,0.1579555,6.858021,2.897625,0.5356952,2.528436,4.349945,0.01133412,0.01186656,6.72478,2.695,17.4276
Needle SAT3 Hapto,SAT3,0.1642533,8.423062,2.721984,0.4725127,2.700544,4.079126,0.01416411,0.01362406,8.211751,2.84,19.83028
Needle SAT3 Hapto,SAT3,0.1882427,6.619449,2.819359,0.557832,2.348183,4.590612,0.01187792,0.01208596,6.481442,2.6575,17.22016
Needle SAT3 Hapto,SAT3,0.1737042,7.182647,2.786433,0.5114468,2.449523,4.478291,0.01364239,0.01344678,7.058694,2.6625,18.69941
Needle SAT3 Hapto,SAT3,0.1483837,6.821123,2.547668,0.5371875,2.692932,3.857027,0.01300216,0.01308568,6.708258,2.88,17.43887
Needle SAT3 Hapto,SAT3,0.1810443,7.21666,2.877353,0.5282374,2.44783,3.897584,0.01436674,0.01306067,7.083754,2.835,17.62881
Needle SAT3 Hapto,SAT3,0.1512387,7.900301,2.819147,0.4205455,2.759887,4.864087,0.01411829,0.01493477,7.817459,2.5125,22.09564
Needle SAT3 Hapto,SAT3,0.185464,7.368224,2.926635,0.4839357,2.284336,4.467839,0.01354731,0.01397331,7.25811,2.6625,19.71431
Needle SAT3 Hapto,SAT3,0.1614624,6.685311,2.956029,0.5146962,2.619893,4.955324,0.01326426,0.0140608,6.593334,2.4575,18.20876
Needle SAT3 Hapto,SAT3,0.2032195,6.600018,2.704841,0.5901701,2.098404,3.976842,0.01351877,0.01373708,6.50915,2.855,17.29977
Needle SAT3 Hapto,SAT3,0.1946894,7.202889,2.993381,0.5026499,2.221226,4.913124,0.0144441,0.01466069,7.129486,2.455,19.2673
Needle SAT3 Hapto,SAT3,0.1921739,7.84723,2.721081,0.5153634,2.337096,3.773195,0.01338547,0.01318428,7.664375,2.93,18.67122
Needle SAT3 Hapto,SAT3,0.1529258,8.139211,2.781916,0.498547,2.616265,3.703496,0.01323605,0.01203277,7.933606,2.955,18.6739
Needle SAT3 Hapto,SAT3,0.1627935,6.764682,2.878506,0.5337583,2.505463,4.331081,0.01303878,0.01318398,6.670918,2.675,17.7963
Needle SAT3 Hapto,SAT3,0.1601129,8.41826,2.881934,0.4801766,2.517971,4.067928,0.01225695,0.0118866,8.205443,2.8675,19.5352
Needle SAT3 Hapto,SAT3,0.1420933,7.751634,2.623073,0.5164181,2.7788,3.648237,0.01271401,0.01248762,7.572492,2.985,18.1941
Needle SAT3 Hapto,SAT3,0.1337117,7.328225,2.826959,0.4504707,2.736299,4.459584,0.01394506,0.01471987,7.230109,2.68,20.80852
Needle SAT3 Hapto,SAT3,0.1591254,7.490524,2.875635,0.4904448,2.501473,4.353732,0.01378045,0.01360894,7.380064,2.7025,19.60418
Needle SAT3 Hapto,SAT3,0.2007466,7.122834,2.711975,0.5009109,2.063501,4.475139,0.01348067,0.01323276,7.011529,2.71,19.44238
Needle SAT3 Hapto,SAT3,0.2049526,8.0174,2.741363,0.5059376,2.198718,3.788232,0.01287298,0.01237494,7.842717,2.9425,19.1864
Needle SAT3 Hapto,SAT3,0.1412205,6.811705,2.932498,0.4891228,2.740412,4.55762,0.01250528,0.01389475,6.744939,2.62,19.28925
Needle SAT3 Hapto,SAT3,0.1771598,8.353616,2.901184,0.5061475,2.342155,3.767253,0.01521702,0.0144664,8.150988,2.8825,19.1553
Needle SAT3 Hapto,SAT3,0.1491951,6.967174,2.796568,0.5135417,2.658825,4.607128,0.01447785,0.01420492,6.857675,2.595,18.55087
Needle SAT3 Hapto,SAT3,0.1376034,7.565578,2.664437,0.4876795,2.763595,3.786741,0.01421595,0.01344799,7.411461,2.9275,19.00927
Needle SAT3 Hapto,SAT3,0.184857,6.310044,2.879475,0.4925705,2.292907,4.860478,0.01331831,0.01402354,6.270353,2.5325,19.21017
Needle SAT3 Hapto,SAT3,0.1609801,6.338636,2.808732,0.5200669,2.426005,4.49143,0.01239183,0.01312387,6.28174,2.6575,18.27509
Needle SAT3 Hapto,SAT3,0.1710813,7.214699,2.819337,0.5029275,2.372386,4.556391,0.01348689,0.01404798,7.068863,2.6425,18.84892
Needle SAT3 Hapto,SAT3,0.1459632,5.911879,2.793305,0.58221,2.576026,4.393661,0.0105464,0.01161909,5.840065,2.6875,16.10156
Needle SAT3 Hapto,SAT3,0.1716317,7.326852,2.833842,0.5095908,2.434703,4.051271,0.01253665,0.01336074,7.166385,2.8325,18.63606
Needle SAT3 Hapto,SAT3,0.1610889,6.787406,2.784248,0.4905287,2.568803,4.791538,0.01281412,0.01348987,6.706815,2.585,19.50282
Needle SAT3 Hapto,SAT3,0.160407,7.589104,2.869372,0.4791256,2.4446,4.391559,0.01511686,0.01433677,7.465055,2.66,19.71312
Needle SAT3 Hapto,SAT3,0.1578761,5.443116,2.755585,0.6118614,2.519843,4.735196,0.01130639,0.01145091,5.369518,2.615,15.82588
Needle SAT3 Hapto,SAT3,0.1768616,7.51779,2.688813,0.538601,2.389948,3.651136,0.01166312,0.011732,7.337112,2.985,17.52277
Needle SAT3 Hapto,SAT3,0.1440487,6.925025,2.74362,0.510881,2.717478,4.192535,0.01239418,0.01248006,6.81188,2.8025,18.53902
Needle SAT3 Hapto,SAT3,0.1799556,8.925525,2.825667,0.4579368,2.469904,4.095408,0.0151286,0.01443049,8.665872,2.825,20.70128
Needle SAT3 Hapto,SAT3,0.1848166,7.223553,2.86558,0.5196601,2.168554,4.133976,0.01303697,0.0129824,7.06433,2.8175,18.3761
Needle SAT3 Hapto,SAT3,0.1391762,5.974052,2.91434,0.4921829,2.732729,5.101867,0.01326202,0.01405925,5.936615,2.42,19.05789
Needle SAT3 Hapto,SAT3,0.1853996,7.559108,2.936103,0.4973253,2.429305,4.522768,0.01454705,0.01389904,7.454581,2.635,19.52648
Needle SAT3 Hapto,SAT3,0.1550445,7.584203,2.758278,0.4762974,2.680865,4.400056,0.01356623,0.01335906,7.450248,2.7,19.70979
Needle SAT3 Hapto,SAT3,0.1779067,7.433758,2.792244,0.5421469,2.497347,4.122187,0.01672297,0.0152027,7.296027,2.7675,18.42531
Needle SAT3 Hapto,SAT3,0.1504307,7.258613,2.754395,0.4801846,2.618221,4.778613,0.01310621,0.01394236,7.169305,2.5475,19.85043
Needle SAT3 Hapto,SAT3,0.1810654,8.639743,2.836117,0.5081955,2.580686,3.429501,0.01195414,0.0113047,8.353291,3.105,18.50594
Needle SAT3 Hapto,SAT3,0.1806381,7.893564,2.564862,0.5370412,2.704942,3.683688,0.01460965,0.0132815,7.685484,2.925,17.7849
Needle SAT3 Hapto,SAT3,0.1720502,6.930312,2.771713,0.5130114,2.355721,4.530737,0.01278421,0.01329077,6.825067,2.6475,18.74976
Needle SAT3 Hapto,SAT3,0.1646386,6.957127,2.696437,0.5548474,2.594588,3.879024,0.01192527,0.01200532,6.828802,2.8825,17.03297
Needle SAT3 Hapto,SAT3,0.1629441,7.228706,2.690738,0.5145636,2.657084,3.749078,0.01279656,0.01264817,7.079965,2.9475,18.04046
Needle SAT3 Hapto,SAT3,0.1658212,6.427336,2.862686,0.4760639,2.330331,5.271667,0.01270081,0.0134021,6.375883,2.4275,19.93922
